# #######################################################
# FLST LOG
# Flight Statistics
# #######################################################
# 
# Parameters [Units]:
# Deletion Time [s], Call sign [-], Spawn Time [s], Flight time [s], Distance 2D [m], Distance 3D [m], Distance ALT [m],Work Done [MJ], Latitude [deg], Longitude [deg], Altitude [ft], TAS [kts], Vertical Speed [fpm], Heading [deg], ASAS Active [bool], Pilot ALT [ft], Pilot SPD (TAS) [kts], Pilot HDG [deg], Pilot VS [fpm]
# 
# simt
326.50000000,D243,170.00000000,326.50000000,1402.22309493,1467.94462858,282.80961000,0.00000000,48.21429306,16.36779712,0.00000000,0.00000000,0.00000000,54.27259134,False,0.00000000,0.00000000,984.25196850,54.27259134
339.00000000,D182,129.00000000,339.00000000,2433.17137759,2498.65168287,325.36861000,0.00000000,48.19105055,16.35499529,0.00000000,0.00000000,0.00000000,144.09701000,False,0.00000000,0.00000000,984.25196850,144.09701000
340.00000000,D281,203.00000000,340.00000000,1728.94714182,1793.44124505,281.01848000,0.00000000,48.18539552,16.36730686,0.00000000,0.00000000,0.00000000,326.74816864,False,0.00000000,0.00000000,984.25196850,326.74816864
341.50000000,D61,40.00000000,341.50000000,2533.06286217,2629.45918217,436.69880000,0.00000000,48.19808322,16.34062065,0.00000000,0.00000000,0.00000000,335.55307604,False,0.00000000,0.00000000,984.25196850,335.55307604
342.00000000,D6,6.00000000,342.00000000,4308.52485720,4420.88080159,450.11861000,0.00000000,48.21365165,16.34255843,0.00000000,0.00000000,0.00000000,4.70811046,False,0.00000000,0.00000000,984.25196850,4.70811046
345.50000000,D16,12.00000000,345.50000000,3048.22648030,3174.73244388,453.61861000,0.00000000,48.19246282,16.37093653,0.00000000,0.00000000,0.00000000,154.84479150,False,0.00000000,0.00000000,984.25196850,154.84479150
350.50000000,D1,0.00000000,350.50000000,3269.13553846,3382.70260599,538.36861000,0.00000000,48.18529434,16.34353299,0.00000000,0.00000000,0.00000000,56.17244347,False,0.00000000,0.00000000,984.25196850,56.17244347
350.50000000,D89,60.00000000,350.50000000,2789.99594418,2844.09246152,258.86861000,0.00000000,48.20427491,16.34807050,0.00000000,0.00000000,0.00000000,272.81047174,False,0.00000000,0.00000000,984.25196850,272.81047174
351.00000000,D60,40.00000000,351.00000000,3002.75093378,3063.24703962,245.11861000,0.00000000,48.20901807,16.34381310,0.00000000,0.00000000,0.00000000,276.58226727,False,0.00000000,0.00000000,984.25196850,276.58226727
352.00000000,D133,90.00000000,352.00000000,3639.22454423,3724.70082038,153.61861000,0.00000000,48.19392324,16.27882772,0.00000000,0.00000000,0.00000000,351.85005447,False,0.00000000,0.00000000,984.25196850,351.85005447
366.00000000,D73,48.00000000,366.00000000,3159.01479234,3181.68338901,43.61861000,0.00000000,48.26980885,16.34199053,0.00000000,0.00000000,0.00000000,51.91069484,False,0.00000000,0.00000000,984.25196850,51.91069484
367.50000000,D41,23.00000000,367.50000000,3310.18356037,3361.52731729,186.36861000,0.00000000,48.21090636,16.34134360,0.00000000,0.00000000,0.00000000,99.02905647,False,0.00000000,0.00000000,984.25196850,99.02905647
370.50000000,D363,263.00000000,370.50000000,1191.30315774,1276.92667391,153.61861000,0.00000000,48.20668820,16.26966723,0.00000000,0.00000000,0.00000000,346.45214083,False,0.00000000,0.00000000,984.25196850,346.45214083
373.00000000,D34,20.00000000,373.00000000,3357.00088659,3421.13976513,282.11861000,0.00000000,48.21364511,16.34552120,0.00000000,0.00000000,0.00000000,183.61073835,False,0.00000000,0.00000000,984.25196850,183.61073835
377.50000000,D356,256.00000000,377.50000000,1601.87392198,1666.05700138,116.61861000,0.00000000,48.23193376,16.26817950,0.00000000,0.00000000,0.00000000,244.83141622,False,0.00000000,0.00000000,984.25196850,244.83141622
386.50000000,D59,38.00000000,386.50000000,3627.27606629,3740.18307638,585.89610000,0.00000000,48.18875152,16.33723535,0.00000000,0.00000000,0.00000000,157.13194464,False,0.00000000,0.00000000,984.25196850,157.13194464
398.00000000,D145,101.00000000,398.00000000,3468.64039993,3558.80480052,444.36861000,0.00000000,48.19288171,16.34901618,0.00000000,0.00000000,0.00000000,25.24386201,False,0.00000000,0.00000000,984.25196850,25.24386201
398.00000000,D406,289.00000000,398.00000000,1013.24537285,1083.93686710,277.86861000,0.00000000,48.24028247,16.37028695,0.00000000,0.00000000,0.00000000,49.38045032,False,0.00000000,0.00000000,984.25196850,49.38045032
401.50000000,D88,59.00000000,401.50000000,3349.69239863,3390.84157024,150.11861000,0.00000000,48.17453314,16.39007683,0.00000000,0.00000000,0.00000000,193.42439241,False,0.00000000,0.00000000,984.25196850,193.42439241
401.50000000,D92,61.00000000,401.50000000,4275.20603907,4358.13779366,417.61861000,0.00000000,48.18495157,16.33621115,0.00000000,0.00000000,0.00000000,232.76394988,False,0.00000000,0.00000000,984.25196850,232.76394988
409.50000000,D154,110.00000000,409.50000000,3452.37921661,3577.95764339,676.86861000,0.00000000,48.19434490,16.35993117,0.00000000,0.00000000,0.00000000,332.11462624,False,0.00000000,0.00000000,984.25196850,332.11462624
412.00000000,D263,184.00000000,412.00000000,2808.74342162,2875.79473715,311.11861000,0.00000000,48.21022517,16.34880661,0.00000000,0.00000000,0.00000000,356.48257347,False,0.00000000,0.00000000,984.25196850,356.48257347
414.00000000,D441,314.00000000,414.00000000,1276.72381565,1305.77884896,84.11861000,0.00000000,48.18047198,16.32239914,0.00000000,0.00000000,0.00000000,276.85174842,False,0.00000000,0.00000000,984.25196850,276.85174842
416.00000000,D118,80.00000000,416.00000000,3245.30537003,3286.26279731,150.11861000,0.00000000,48.18068444,16.37031200,0.00000000,0.00000000,0.00000000,179.99611296,False,0.00000000,0.00000000,984.25196850,179.99611296
417.50000000,D50,31.00000000,417.50000000,5364.01182537,5464.31583230,471.86861000,0.00000000,48.19089062,16.45118112,0.00000000,0.00000000,0.00000000,137.84543591,False,0.00000000,0.00000000,984.25196850,137.84543591
420.00000000,D117,95.00000000,420.00000000,3953.62334093,4119.64469636,888.02874000,0.00000000,48.21065334,16.37703574,0.00000000,0.00000000,0.00000000,100.76721991,False,0.00000000,0.00000000,984.25196850,100.76721991
426.00000000,D115,78.00000000,426.00000000,3207.32161931,3344.87476000,621.27906000,0.00000000,48.19700311,16.38117443,0.00000000,0.00000000,0.00000000,175.95276449,False,0.00000000,0.00000000,984.25196850,175.95276449
437.50000000,D219,156.00000000,437.50000000,3143.73238200,3262.45563143,526.27952000,0.00000000,48.19530352,16.34855592,0.00000000,0.00000000,0.00000000,323.59632472,False,0.00000000,0.00000000,984.25196850,323.59632472
438.50000000,D193,137.00000000,438.50000000,2779.95058431,2891.68042301,502.21461000,0.00000000,48.22238013,16.36111938,0.00000000,0.00000000,0.00000000,16.87500976,False,0.00000000,0.00000000,984.25196850,16.87500976
442.50000000,D179,130.00000000,442.50000000,3959.78998417,4060.10849027,559.86861000,0.00000000,48.19663830,16.38829551,0.00000000,0.00000000,0.00000000,270.49774017,False,0.00000000,0.00000000,984.25196850,270.49774017
449.00000000,D288,208.00000000,449.00000000,2857.57595827,2969.67826124,498.13339000,0.00000000,48.20794699,16.34579670,0.00000000,0.00000000,0.00000000,5.87481072,False,0.00000000,0.00000000,984.25196850,5.87481072
454.00000000,D31,19.00000000,454.00000000,4375.26469658,4448.58369765,149.59251000,0.00000000,48.13790751,16.34107825,0.00000000,0.00000000,0.00000000,253.89702252,False,0.00000000,0.00000000,984.25196850,253.89702252
454.50000000,D68,44.00000000,454.50000000,3855.39065173,3966.51444209,505.61861000,0.00000000,48.19269081,16.34145058,0.00000000,0.00000000,0.00000000,332.52698146,False,0.00000000,0.00000000,984.25196850,332.52698146
456.00000000,D438,312.00000000,456.00000000,1305.93184836,1374.80093829,281.36861000,0.00000000,48.21037276,16.36062991,0.00000000,0.00000000,0.00000000,191.43133965,False,0.00000000,0.00000000,984.25196850,191.43133965
459.50000000,D186,131.00000000,459.50000000,3893.82169664,4021.99997219,526.86861000,0.00000000,48.17026485,16.32114493,0.00000000,0.00000000,0.00000000,235.05827668,False,0.00000000,0.00000000,984.25196850,235.05827668
460.50000000,D139,96.00000000,460.50000000,4416.17751875,4527.31359320,511.38339000,0.00000000,48.19707644,16.31737462,0.00000000,0.00000000,0.00000000,7.83096136,False,0.00000000,0.00000000,984.25196850,7.83096136
465.00000000,D169,119.00000000,465.00000000,5052.25216726,5106.11860505,98.61861000,0.00000000,48.15711024,16.42268954,0.00000000,0.00000000,0.00000000,216.51127643,False,0.00000000,0.00000000,984.25196850,216.51127643
467.50000000,D107,72.00000000,467.50000000,4564.34735796,4728.51519552,848.39685000,0.00000000,48.20610121,16.38821700,0.00000000,0.00000000,0.00000000,23.87736425,False,0.00000000,0.00000000,984.25196850,23.87736425
474.00000000,D252,240.00000000,474.00000000,2788.79838203,2881.52090166,475.36861000,0.00000000,48.19813363,16.33779612,0.00000000,0.00000000,0.00000000,248.29414503,False,0.00000000,0.00000000,984.25196850,248.29414503
475.50000000,D282,204.00000000,475.50000000,3635.76610416,3731.94152809,508.11861000,0.00000000,48.21090512,16.34135538,0.00000000,0.00000000,0.00000000,99.03021806,False,0.00000000,0.00000000,984.25196850,99.03021806
477.00000000,D65,43.00000000,477.00000000,4189.14733932,4334.62901414,666.67131000,0.00000000,48.19107912,16.39469194,0.00000000,0.00000000,0.00000000,121.74183023,False,0.00000000,0.00000000,984.25196850,121.74183023
477.50000000,D163,115.00000000,477.50000000,4065.25630825,4250.55168960,724.74110000,0.00000000,48.20336194,16.36509407,0.00000000,0.00000000,0.00000000,300.13604196,False,0.00000000,0.00000000,984.25196850,300.13604196
480.50000000,D374,269.00000000,480.50000000,2394.80717824,2458.39892062,283.30484000,0.00000000,48.18137202,16.36009878,0.00000000,0.00000000,0.00000000,313.49400417,False,0.00000000,0.00000000,984.25196850,313.49400417
481.00000000,D382,274.00000000,481.00000000,2554.87225344,2606.18063672,234.36861000,0.00000000,48.17035208,16.38838061,0.00000000,0.00000000,0.00000000,205.30232126,False,0.00000000,0.00000000,984.25196850,205.30232126
482.00000000,D198,140.00000000,482.00000000,3010.29059193,3087.43807867,343.86861000,0.00000000,48.20052948,16.35943429,0.00000000,0.00000000,0.00000000,41.77173270,False,0.00000000,0.00000000,984.25196850,41.77173270
484.50000000,D360,259.00000000,484.50000000,1945.51664681,2010.05148243,241.84251000,0.00000000,48.18464788,16.35504683,0.00000000,0.00000000,0.00000000,325.27033018,True,0.00000000,0.00000000,984.25196850,325.27033018
490.50000000,D278,215.00000000,490.50000000,2629.99542320,2690.91378976,249.11861000,0.00000000,48.19434064,16.32407962,0.00000000,0.00000000,0.00000000,246.82421500,False,0.00000000,0.00000000,984.25196850,246.82421500
492.00000000,D57,36.00000000,492.00000000,5887.09416810,6027.50154009,826.86861000,0.00000000,48.18564325,16.37086052,0.00000000,0.00000000,0.00000000,149.62204595,False,0.00000000,0.00000000,984.25196850,149.62204595
492.00000000,D447,317.00000000,492.00000000,2308.08163409,2340.97569341,150.11861000,0.00000000,48.23579904,16.30952227,0.00000000,0.00000000,0.00000000,4.26931711,False,0.00000000,0.00000000,984.25196850,4.26931711
493.00000000,D67,43.00000000,493.00000000,6572.36958150,6605.14848335,62.11861000,0.00000000,48.25536860,16.39281590,0.00000000,0.00000000,0.00000000,92.48242064,False,0.00000000,0.00000000,984.25196850,92.48242064
499.50000000,D45,35.00000000,499.50000000,4538.92463257,4607.73179564,124.11861000,0.00000000,48.16139892,16.40706670,0.00000000,0.00000000,0.00000000,238.89156988,False,0.00000000,0.00000000,984.25196850,238.89156988
499.50000000,D372,267.00000000,499.50000000,1867.10890314,2031.66441677,515.36861000,0.00000000,48.20322485,16.36407812,0.00000000,0.00000000,0.00000000,27.24617058,False,0.00000000,0.00000000,984.25196850,27.24617058
499.50000000,D484,375.00000000,499.50000000,1464.07382084,1524.05696393,292.61861000,0.00000000,48.18875871,16.37453374,0.00000000,0.00000000,0.00000000,341.06950515,False,0.00000000,0.00000000,984.25196850,341.06950515
502.00000000,D137,93.00000000,502.00000000,3601.93786080,3821.59188360,899.74110000,0.00000000,48.20391142,16.36906055,0.00000000,0.00000000,0.00000000,287.99498961,False,0.00000000,0.00000000,984.25196850,287.99498961
502.00000000,D325,235.00000000,502.00000000,3467.68182833,3591.50224606,687.61861000,0.00000000,48.20108474,16.34501536,0.00000000,0.00000000,0.00000000,179.61131852,False,0.00000000,0.00000000,984.25196850,179.61131852
504.00000000,D457,335.00000000,504.00000000,2056.29103240,2100.79483869,175.61861000,0.00000000,48.21745094,16.35994202,0.00000000,0.00000000,0.00000000,63.04286384,False,0.00000000,0.00000000,984.25196850,63.04286384
506.00000000,D332,255.00000000,506.00000000,3546.97043199,3636.20869797,186.61861000,0.00000000,48.26170401,16.39294980,0.00000000,0.00000000,0.00000000,336.96456233,False,0.00000000,0.00000000,984.25196850,336.96456233
506.50000000,D138,94.00000000,506.50000000,3993.11076235,4044.28887066,153.36861000,0.00000000,48.14997297,16.37857167,0.00000000,0.00000000,0.00000000,96.74166333,False,0.00000000,0.00000000,984.25196850,96.74166333
507.50000000,D403,288.00000000,507.50000000,2674.49820202,2820.68380663,287.36715000,0.00000000,48.18253017,16.41394336,0.00000000,0.00000000,0.00000000,190.42480321,False,0.00000000,0.00000000,984.25196850,190.42480321
508.50000000,D194,137.00000000,508.50000000,4751.01059216,4880.45940191,724.67131000,0.00000000,48.20809041,16.32840287,0.00000000,0.00000000,0.00000000,192.13821201,False,0.00000000,0.00000000,984.25196850,192.13821201
511.50000000,D223,158.00000000,511.50000000,4238.71789718,4381.28469839,786.66020000,0.00000000,48.17816270,16.39322492,0.00000000,0.00000000,0.00000000,230.33910176,False,0.00000000,0.00000000,984.25196850,230.33910176
516.00000000,D321,231.00000000,516.00000000,3534.57886214,3664.78897678,431.86861000,0.00000000,48.21021985,16.34880711,0.00000000,0.00000000,0.00000000,356.50527926,False,0.00000000,0.00000000,984.25196850,356.50527926
516.00000000,D591,425.00000000,516.00000000,1247.94816569,1259.52390455,25.61861000,0.00000000,48.20659184,16.27915226,0.00000000,0.00000000,0.00000000,23.15310752,False,0.00000000,0.00000000,984.25196850,23.15310752
516.50000000,D87,57.00000000,516.50000000,6389.42360629,6445.12237396,277.86861000,0.00000000,48.16951222,16.35989267,0.00000000,0.00000000,0.00000000,69.57612000,False,0.00000000,0.00000000,984.25196850,69.57612000
520.50000000,D126,82.00000000,520.50000000,5479.05221645,5569.25684247,414.11861000,0.00000000,48.23514495,16.37035150,0.00000000,0.00000000,0.00000000,185.53411707,False,0.00000000,0.00000000,984.25196850,185.53411707
522.50000000,D529,372.00000000,522.50000000,1453.64655819,1555.13452891,335.75588000,0.00000000,48.19813089,16.37497932,0.00000000,0.00000000,0.00000000,183.77684752,False,0.00000000,0.00000000,984.25196850,183.77684752
525.00000000,D226,165.00000000,525.00000000,3508.93648895,3628.40773156,572.09251000,0.00000000,48.20808453,16.32840078,0.00000000,3.40173080,0.00000000,192.47762152,False,0.00000000,20.00000000,984.25196850,192.47762152
525.50000000,D412,295.00000000,525.50000000,2694.16712592,2821.08642277,399.11861000,0.00000000,48.20060579,16.36778382,0.00000000,0.00000000,0.00000000,51.94452968,False,0.00000000,0.00000000,984.25196850,51.94452968
526.00000000,D290,209.00000000,526.00000000,4015.64807735,4150.37550936,608.88339000,0.00000000,48.18537171,16.36733040,0.00000000,0.00000000,0.00000000,327.09684312,False,0.00000000,0.00000000,984.25196850,327.09684312
529.00000000,D106,72.00000000,529.00000000,4229.55309626,4390.57308480,753.61861000,0.00000000,48.19858242,16.35737991,0.00000000,0.00000000,0.00000000,62.43552778,True,0.00000000,0.00000000,984.25196850,62.43552778
530.00000000,D389,290.00000000,530.00000000,2294.80160799,2385.60283696,160.86861000,0.00000000,48.17064718,16.29909241,0.00000000,0.00000000,0.00000000,331.78468161,False,0.00000000,0.00000000,984.25196850,331.78468161
532.50000000,D97,85.00000000,532.50000000,5555.10813097,5693.68617324,823.53155000,0.00000000,48.22327947,16.37479628,0.00000000,0.00000000,0.00000000,319.44857023,False,0.00000000,0.00000000,984.25196850,319.44857023
533.00000000,D14,10.00000000,533.00000000,6789.38128832,6949.83408045,751.74110000,0.00000000,48.18812880,16.41314029,0.00000000,0.00000000,0.00000000,188.07321201,False,0.00000000,0.00000000,984.25196850,188.07321201
538.50000000,D381,273.00000000,538.50000000,3500.03895487,3577.60274031,373.36861000,0.00000000,48.19022229,16.31781798,0.00000000,0.00000000,0.00000000,95.15661875,False,0.00000000,0.00000000,984.25196850,95.15661875
544.00000000,D502,357.00000000,544.00000000,2263.05478096,2336.06419982,341.57556000,0.00000000,48.19489796,16.34525700,0.00000000,0.00000000,0.00000000,63.15079698,False,0.00000000,0.00000000,984.25196850,63.15079698
545.50000000,D159,110.00000000,545.50000000,5775.60953137,5958.87611335,953.40906000,0.00000000,48.19529311,16.41404866,0.00000000,0.00000000,0.00000000,317.50917003,True,0.00000000,0.00000000,984.25196850,317.50917003
546.50000000,D23,17.00000000,546.50000000,7226.94939991,7351.75508345,694.86861000,0.00000000,48.21106944,16.36131645,0.00000000,0.00000000,0.00000000,279.44981955,False,0.00000000,0.00000000,984.25196850,279.44981955
548.50000000,D211,149.00000000,548.50000000,4581.27861848,4701.88584102,435.86861000,0.00000000,48.17011357,16.33589909,0.00000000,0.00000000,0.00000000,256.20052662,False,0.00000000,0.00000000,984.25196850,256.20052662
551.00000000,D229,162.00000000,551.00000000,5798.89092525,5878.06550711,175.36861000,0.00000000,48.16786274,16.28547770,0.00000000,0.00000000,0.00000000,289.35174547,False,0.00000000,0.00000000,984.25196850,289.35174547
552.50000000,D104,69.00000000,552.50000000,4487.46870055,4690.12178933,910.61861000,0.00000000,48.20609803,16.38821489,0.00000000,0.00000000,0.00000000,23.88420886,True,0.00000000,0.00000000,984.25196850,23.88420886
553.50000000,D162,114.00000000,553.50000000,4084.37513291,4194.89218303,505.11861000,0.00000000,48.21635697,16.38642981,0.00000000,0.00000000,0.00000000,119.64073287,False,0.00000000,0.00000000,984.25196850,119.64073287
554.00000000,D192,140.00000000,554.00000000,3484.05497850,3722.30970868,877.86861000,0.00000000,48.20126790,16.37270108,0.00000000,0.00000000,0.00000000,17.97180892,False,0.00000000,0.00000000,984.25196850,17.97180892
555.00000000,D156,108.00000000,555.00000000,3977.74026582,4196.52838673,979.39774000,0.00000000,48.19686367,16.36301790,0.00000000,0.00000000,0.00000000,232.45531675,False,0.00000000,0.00000000,984.25196850,232.45531675
559.50000000,D453,319.00000000,559.50000000,3386.04855694,3397.83784993,25.61861000,0.00000000,48.19080227,16.46058735,0.00000000,0.00000000,0.00000000,23.84559308,False,0.00000000,0.00000000,984.25196850,23.84559308
560.50000000,D395,295.00000000,560.50000000,2357.51592510,2548.22172690,577.86861000,0.00000000,48.20630207,16.35649657,0.00000000,0.00000000,0.00000000,318.21743891,False,0.00000000,0.00000000,984.25196850,318.21743891
563.50000000,D213,150.00000000,563.50000000,5625.43741687,5721.53067173,409.61861000,0.00000000,48.17577162,16.43269286,0.00000000,0.00000000,0.00000000,141.16932497,False,0.00000000,0.00000000,984.25196850,141.16932497
563.50000000,D308,221.00000000,563.50000000,4239.05665837,4462.17674216,1031.86861000,0.00000000,48.19520773,16.41416719,0.00000000,0.00000000,0.00000000,133.98507829,False,0.00000000,0.00000000,984.25196850,133.98507829
563.50000000,D366,264.00000000,563.50000000,2939.13228377,3012.54396591,314.49110000,0.00000000,48.20794449,16.34579630,0.00000000,0.00000000,0.00000000,5.86353453,False,0.00000000,0.00000000,984.25196850,5.86353453
565.50000000,D225,159.00000000,565.50000000,4855.13275753,4995.60036204,768.86466000,0.00000000,48.20523479,16.39514442,0.00000000,0.00000000,0.00000000,123.00596894,False,0.00000000,0.00000000,984.25196850,123.00596894
565.50000000,D251,176.00000000,565.50000000,5556.33474279,5626.35865630,376.86861000,0.00000000,48.19022049,16.31784783,0.00000000,0.00000000,0.00000000,95.15606861,False,0.00000000,0.00000000,984.25196850,95.15606861
567.50000000,D47,30.00000000,567.50000000,5041.52240444,5154.71154046,501.61861000,0.00000000,48.19914631,16.34412738,0.00000000,0.00000000,0.00000000,256.85597408,False,0.00000000,0.00000000,984.25196850,256.85597408
567.50000000,D375,270.00000000,567.50000000,2812.97102468,2888.69936951,212.36861000,0.00000000,48.18264057,16.40447122,0.00000000,0.00000000,0.00000000,215.67949714,False,0.00000000,0.00000000,984.25196850,215.67949714
570.50000000,D318,227.00000000,570.50000000,4025.45189663,4155.44133021,672.86861000,0.00000000,48.22081718,16.36485285,0.00000000,0.00000000,0.00000000,87.36281981,False,0.00000000,0.00000000,984.25196850,87.36281981
570.50000000,D361,270.00000000,570.50000000,3889.70518617,3981.67641722,413.61861000,0.00000000,48.20982519,16.36357802,0.00000000,0.00000000,0.00000000,245.32855784,False,0.00000000,0.00000000,984.25196850,245.32855784
572.50000000,D250,175.00000000,572.50000000,5473.03655094,5598.07047221,698.86861000,0.00000000,48.19434040,16.32407875,0.00000000,0.00000000,0.00000000,246.82731827,False,0.00000000,0.00000000,984.25196850,246.82731827
574.50000000,D55,35.00000000,574.50000000,5112.48021312,5204.95145015,387.84251000,0.00000000,48.23123143,16.36132087,0.00000000,0.00000000,0.00000000,339.87146847,False,0.00000000,0.00000000,984.25196850,339.87146847
574.50000000,D504,370.00000000,574.50000000,2444.90101218,2514.22998860,314.11861000,0.00000000,48.22713498,16.36008450,0.00000000,0.00000000,0.00000000,170.91002225,False,0.00000000,0.00000000,984.25196850,170.91002225
575.00000000,D109,74.00000000,575.00000000,6771.43394685,6873.96094943,577.86861000,0.00000000,48.17453716,16.39007826,0.00000000,0.00000000,0.00000000,193.44068778,False,0.00000000,0.00000000,984.25196850,193.44068778
576.00000000,D235,167.00000000,576.00000000,6010.47579000,6070.34088556,142.36861000,0.00000000,48.21545922,16.29973657,0.00000000,0.00000000,0.00000000,197.15762713,False,0.00000000,0.00000000,984.25196850,197.15762713
582.50000000,D320,235.00000000,582.50000000,4674.67390073,4844.56248096,702.11861000,0.00000000,48.21939599,16.35996253,0.00000000,0.00000000,0.00000000,253.99313625,False,0.00000000,0.00000000,984.25196850,253.99313625
583.00000000,D236,167.00000000,583.00000000,5247.71853453,5416.79386751,745.86861000,0.00000000,48.16050688,16.31356268,0.00000000,0.00000000,0.00000000,217.99695549,False,0.00000000,0.00000000,984.25196850,217.99695549
583.00000000,D387,277.00000000,583.00000000,2747.72217060,2865.87276500,530.86861000,0.00000000,48.19496347,16.35189390,0.00000000,0.00000000,0.00000000,135.20295046,False,0.00000000,0.00000000,984.25196850,135.20295046
583.00000000,D672,477.00000000,583.00000000,1339.22581167,1393.15566993,98.61861000,0.00000000,48.26314489,16.37002560,0.00000000,0.00000000,0.00000000,195.21767233,False,0.00000000,0.00000000,984.25196850,195.21767233
584.50000000,D136,93.00000000,584.50000000,4728.14965192,4762.35454302,62.11861000,0.00000000,48.24868962,16.42105478,0.00000000,0.00000000,0.00000000,110.08222390,False,0.00000000,0.00000000,984.25196850,110.08222390
585.00000000,D652,468.00000000,585.00000000,1539.33103640,1572.13020899,62.11861000,0.00000000,48.19722856,16.45134044,0.00000000,0.00000000,0.00000000,118.29565449,False,0.00000000,0.00000000,984.25196850,118.29565449
586.00000000,D469,335.00000000,586.00000000,3484.49894809,3521.77656594,102.36861000,0.00000000,48.14845235,16.42514573,0.00000000,0.00000000,0.00000000,112.28888220,False,0.00000000,0.00000000,984.25196850,112.28888220
587.50000000,D174,123.00000000,587.50000000,5232.93807230,5412.19213355,786.40906000,0.00000000,48.18134854,16.36009672,0.00000000,0.00000000,0.00000000,313.49026787,False,0.00000000,0.00000000,984.25196850,313.49026787
