# #######################################################
# CONF LOG
# Conflict Statistics
# #######################################################
# 
# Parameters [Units]:
# Simulation time [s], ACID1 [-],ACID2 [-],LAT1 [deg],LON1 [deg],ALT1 [ft],LAT2 [deg],LON2 [deg],ALT2 [ft],CPALAT [lat],CPALON [lon]
# 
# simt
166.00000000,D197,D223,48.18135816,16.34994885,18.28800000,48.18138877,16.35062945,12.58197000,48.18113239,16.34979054
166.50000000,D85,D223,48.18139903,16.35115240,27.43200000,48.18138789,16.35060467,12.78771000,48.18139864,16.35113354
167.00000000,D17,D97,48.19569815,16.41101339,9.14400000,48.19636719,16.41010213,26.63190000,48.19594843,16.41067362
169.50000000,D66,D17,48.19681374,16.41099780,65.53339000,48.19588004,16.41076647,9.14400000,48.19680211,16.41097477
170.50000000,D35,D198,48.18496322,16.36481673,26.70810000,48.18422998,16.36452808,9.14400000,48.18493257,16.36474771
171.50000000,D198,D205,48.18429165,16.36446506,9.14400000,48.18384994,16.36491644,9.14400000,48.18429399,16.36446268
172.50000000,D236,D234,48.19370424,16.33939191,9.14400000,48.19296853,16.33896648,9.14400000,48.19368936,16.33938348
173.50000000,D35,D205,48.18485808,16.36457995,26.70810000,48.18402585,16.36473664,9.86790000,48.18480137,16.36445225
177.50000000,D219,D130,48.20284486,16.36739124,25.77465000,48.20337451,16.36832591,9.14400000,48.20273619,16.36787653
180.50000000,D59,D139,48.18880247,16.35166182,35.77590000,48.19036663,16.35088240,18.28800000,48.18902611,16.35156348
180.50000000,D95,D151,48.21265147,16.36130492,24.46020000,48.21213019,16.36111048,21.70739000,48.21245838,16.36124731
182.00000000,D205,D225,48.18451087,16.36424108,9.86790000,48.18402405,16.36473848,9.14400000,48.18451087,16.36424107
183.00000000,D198,D205,48.18498879,16.36374621,9.14400000,48.18458207,16.36416833,9.87171000,48.18504227,16.36368476
183.50000000,D6,D44,48.19693193,16.34150564,9.14400000,48.19763397,16.34134227,29.20739000,48.19693210,16.34150560
184.00000000,D35,D205,48.18474842,16.36399654,26.70810000,48.18464952,16.36409949,10.66800000,48.18475391,16.36399129
184.50000000,D205,D225,48.18467382,16.36407535,10.66800000,48.18424567,16.36451204,9.14400000,48.18468140,16.36406783
185.00000000,D198,D205,48.18506784,16.36365538,9.14400000,48.18469983,16.36404952,10.67181000,48.18513134,16.36358241
185.50000000,D205,D225,48.18472414,16.36402539,10.87755000,48.18431053,16.36444577,9.14400000,48.18473885,16.36401077
186.00000000,D198,D205,48.18510463,16.36361311,9.14400000,48.18475014,16.36399956,10.88136000,48.18516963,16.36353842
187.00000000,D35,D205,48.18490143,16.36384623,26.70810000,48.18479454,16.36395546,11.67765000,48.18493165,16.36381153
187.50000000,D205,D225,48.18481067,16.36393945,11.67765000,48.18440822,16.36434596,9.14400000,48.18481987,16.36393032
188.50000000,D198,D205,48.18519628,16.36350780,9.14400000,48.18485303,16.36389738,11.68146000,48.18527590,16.36341631
189.00000000,D225,D205,48.18447750,16.36427517,9.14400000,48.18487572,16.36387484,11.88720000,48.18449067,16.36426171
189.00000000,D212,D92,48.20182551,16.34426336,25.77465000,48.20209348,16.34500948,9.14400000,48.20182605,16.34466927
189.50000000,D198,D205,48.18523307,16.36346553,9.14400000,48.18489922,16.36384871,11.89101000,48.18523319,16.36346538
191.00000000,D35,D205,48.18515957,16.36354976,26.70810000,48.18495737,16.36378192,13.65885000,48.18515960,16.36354972
191.00000000,D85,D223,48.18153610,16.35016016,26.55189000,48.18182044,16.35032299,13.58781000,48.18176346,16.34992306
192.00000000,D205,D225,48.18498122,16.36375454,13.65885000,48.18462289,16.36412662,9.14400000,48.18499655,16.36373694
192.50000000,D79,D113,48.20088726,16.36555050,9.14400000,48.20128848,16.36419287,26.70810000,48.20094245,16.36528485
195.50000000,D265,D258,48.21826250,16.30944968,9.14400000,48.21758659,16.30923386,18.28800000,48.21815066,16.30941268
196.00000000,D124,D33,48.19281712,16.41568822,77.17739000,48.19300883,16.41536707,18.28800000,48.19282921,16.41566790
197.50000000,D265,D258,48.21805111,16.30937968,9.35355000,48.21753822,16.30934065,18.28800000,48.21775863,16.30928282
202.00000000,D219,D130,48.20133713,16.36730856,34.80435000,48.20120494,16.36725554,9.14400000,48.20130909,16.36729427
203.50000000,D198,D205,48.18565490,16.36281513,9.14400000,48.18533301,16.36335053,13.66266000,48.18579870,16.36237471
205.50000000,D124,D33,48.19370611,16.41419393,68.03339000,48.19362396,16.41433243,38.34765000,48.19370629,16.41419364
206.00000000,D214,D35,48.18550768,16.36315024,58.88939000,48.18565212,16.36283656,26.70810000,48.18566134,16.36297328
206.00000000,D205,D214,48.18540279,16.36327039,18.28800000,48.18550768,16.36315024,58.88939000,48.18540316,16.36326996
206.50000000,D35,D205,48.18565564,16.36281027,26.70810000,48.18542014,16.36325047,18.28800000,48.18577824,16.36240522
206.50000000,D198,D214,48.18571450,16.36284407,9.14400000,48.18553756,16.36311583,56.38939000,48.18575642,16.36288225
207.50000000,D35,D225,48.18568087,16.36279974,26.70810000,48.18516825,16.36353974,9.86790000,48.18597152,16.36291475
207.50000000,D214,D225,48.18557777,16.36306952,51.38939000,48.18516825,16.36353974,9.86790000,48.18557869,16.36306846
208.00000000,D35,D205,48.18570104,16.36281520,26.70810000,48.18545822,16.36320673,18.28800000,48.18594535,16.36304374
208.50000000,D162,D151,48.21159070,16.35576522,9.14400000,48.21257762,16.35771727,26.70810000,48.21166588,16.35578099
208.50000000,D214,D225,48.18560889,16.36302950,46.63939000,48.18521627,16.36348460,9.86790000,48.18569621,16.36284873
209.50000000,D116,D180,48.22594991,16.42830774,36.57600000,48.22675107,16.42827282,36.57600000,48.22594991,16.42830774
209.50000000,D258,D265,48.21733422,16.31072256,30.40380000,48.21745393,16.30992044,27.43200000,48.21733295,16.31073101
212.00000000,D105,D191,48.21357629,16.36624281,18.28800000,48.21405116,16.36575290,9.35355000,48.21352039,16.36649707
213.00000000,D226,D24,48.19282207,16.33438684,9.94410000,48.19252705,16.33308655,77.17739000,48.19308443,16.33413867
214.50000000,D205,D225,48.18564661,16.36290716,18.28800000,48.18537374,16.36330375,10.74801000,48.18568448,16.36243176
215.50000000,D105,D191,48.21364861,16.36645117,18.28800000,48.21383609,16.36596461,18.28800000,48.21385753,16.36689100
215.50000000,D214,D225,48.18566030,16.36280607,45.72000000,48.18540781,16.36326462,13.14831000,48.18567422,16.36279505
216.00000000,D156,D279,48.18211169,16.34923164,77.17739000,48.18167104,16.35020154,19.08810000,48.18216856,16.34937085
216.00000000,D265,D258,48.21730349,16.31092612,27.43200000,48.21720121,16.31160416,30.40380000,48.21730175,16.31093759
216.50000000,D214,D225,48.18569446,16.36281395,45.72000000,48.18542902,16.36324026,17.73651000,48.18594139,16.36304317
217.00000000,D66,D97,48.19954749,16.40751337,91.64955000,48.19891574,16.40791783,41.69461000,48.19958744,16.40748455
220.00000000,D248,D271,48.25740504,16.41401282,36.57600000,48.25803656,16.41341273,36.57600000,48.25714439,16.41408623
223.50000000,D261,D270,48.24917805,16.30638962,45.72000000,48.24984335,16.30708975,45.72000000,48.24914431,16.30636274
224.50000000,D105,D191,48.21382437,16.36691106,18.28800000,48.21361215,16.36637455,34.80435000,48.21365699,16.36732346
225.50000000,D223,D281,48.18026612,16.35320109,53.88939000,48.18119749,16.35260923,9.14400000,48.18018636,16.35348941
226.50000000,D66,D97,48.20035323,16.40684036,119.08155000,48.20012341,16.40706728,69.12661000,48.20040906,16.40678090
227.50000000,D33,D147,48.19504735,16.41197570,71.62661000,48.19471970,16.41247688,118.87200000,48.19504837,16.41197411
229.50000000,D265,D258,48.21702801,16.31276037,27.22245000,48.21692730,16.31342809,30.40380000,48.21702800,16.31276038
234.50000000,D187,D245,48.25240405,16.41467416,36.57600000,48.25320092,16.41443599,36.57600000,48.25240405,16.41467417
237.00000000,D205,D225,48.18618120,16.36326908,23.15661000,48.18659545,16.36361407,23.15661000,48.18630732,16.36338404
239.00000000,D33,D172,48.19585093,16.41080604,73.82139000,48.19692559,16.41122109,19.08810000,48.19608389,16.41048974
239.00000000,D114,D7,48.19193885,16.41925529,64.00800000,48.19258818,16.41834755,64.00800000,48.19195058,16.41920383
239.50000000,D303,D318,48.23936240,16.34107150,36.57600000,48.23987488,16.34056110,36.57600000,48.23913597,16.34111855
240.00000000,D17,D97,48.20131317,16.40484757,9.35355000,48.20129610,16.40493282,66.32139000,48.20131319,16.40484748
240.50000000,D303,D318,48.23927061,16.34109057,36.57600000,48.23975415,16.34059048,36.57600000,48.23906404,16.34113349
241.00000000,D114,D7,48.19202232,16.41888904,64.00800000,48.19260206,16.41807010,64.00800000,48.19203932,16.41881443
243.00000000,D258,D321,48.21742062,16.31379120,30.40380000,48.21858697,16.31206494,27.43200000,48.21759537,16.31384879
243.00000000,D300,D28,48.23403085,16.37470648,18.28800000,48.23351635,16.37473567,36.40455000,48.23403075,16.37470648
245.00000000,D335,D64,48.20178531,16.34804661,0.72390000,48.20107433,16.34910043,9.14400000,48.20176701,16.34854487
245.00000000,D33,D147,48.19628337,16.41021687,65.77965000,48.19641760,16.40988380,118.87200000,48.19645720,16.40993700
245.50000000,D89,D309,48.20668107,16.35126856,14.01261000,48.20690944,16.35121164,34.91865000,48.20667912,16.35126906
247.00000000,D114,D7,48.19224039,16.41793213,64.00800000,48.19264373,16.41723705,64.00800000,48.19232272,16.41757083
247.00000000,D226,D24,48.19487572,16.33661668,27.43200000,48.19477872,16.33633649,84.60939000,48.19488600,16.33664641
247.50000000,D214,D225,48.18823021,16.36455264,82.29600000,48.18792450,16.36438996,52.55061000,48.18851219,16.36473731
251.50000000,D303,D318,48.23826159,16.34130020,36.57600000,48.23862423,16.34086542,36.57600000,48.23811490,16.34133068
254.00000000,D33,D172,48.19693106,16.40941394,90.63990000,48.19679167,16.40950614,28.40661000,48.19693638,16.40940990
254.50000000,D78,D310,48.25416572,16.35588641,18.28800000,48.25444692,16.35523087,35.85210000,48.25422314,16.35610415
255.00000000,D265,D258,48.21769840,16.31388380,9.86790000,48.21778190,16.31391027,30.39999000,48.21769879,16.31388393
256.00000000,D265,D258,48.21774352,16.31389860,9.86790000,48.21780483,16.31391782,29.52369000,48.21774400,16.31389875
256.50000000,D114,D7,48.19256115,16.41652454,64.00800000,48.19270930,16.41592584,64.00800000,48.19263340,16.41620748
257.00000000,D214,D225,48.18939186,16.36551636,109.72800000,48.18909880,16.36523218,79.98261000,48.18967507,16.36582252
259.00000000,D97,D17,48.20209210,16.40102334,66.32139000,48.20209964,16.40098598,9.14400000,48.20209210,16.40102334
259.00000000,D134,D116,48.22227891,16.42821173,36.57600000,48.22150819,16.42850128,36.57600000,48.22213586,16.42822054
260.00000000,D117,D38,48.20159907,16.37414271,102.10939000,48.20176748,16.37479177,21.41220000,48.20159970,16.37414505
261.00000000,D214,D225,48.18982614,16.36594601,107.95635000,48.18956270,16.36570097,82.29600000,48.18997266,16.36606747
263.00000000,D226,D24,48.19549401,16.33859018,29.20365000,48.19539988,16.33831139,104.60939000,48.19549415,16.33859059
263.50000000,D175,D120,48.25209273,16.39916459,73.15200000,48.25151462,16.40002888,73.15200000,48.25219502,16.39904118
263.50000000,D205,D214,48.18941482,16.36553952,54.86400000,48.19008358,16.36615942,100.58400000,48.18958555,16.36572520
265.00000000,D82,D69,48.20942734,16.42902753,109.72800000,48.20822184,16.42908003,109.72800000,48.20942734,16.42902753
267.50000000,D82,D69,48.20917320,16.42903860,109.72800000,48.20816132,16.42908266,109.72800000,48.20917320,16.42903860
269.50000000,D19,D220,48.20710742,16.33053851,29.08935000,48.20673148,16.33210436,18.28800000,48.20702823,16.33104909
269.50000000,D82,D69,48.20902409,16.42904509,109.72800000,48.20812583,16.42905868,109.72800000,48.20874519,16.42905724
270.00000000,D117,D38,48.20204475,16.37524075,82.29600000,48.20246280,16.37567090,37.55061000,48.20208303,16.37528126
272.00000000,D82,D69,48.20891936,16.42904965,109.72800000,48.20816594,16.42899633,109.72800000,48.20862773,16.42906235
273.00000000,D109,D112,48.19491547,16.41218173,9.14400000,48.19547381,16.41130922,9.14400000,48.19491736,16.41217878
274.00000000,D17,D97,48.20297720,16.39829451,10.91565000,48.20303486,16.39820446,86.32139000,48.20297817,16.39829300
274.00000000,D205,D225,48.19027480,16.36635251,45.72000000,48.19026593,16.36634831,79.01559000,48.19028374,16.36635622
276.00000000,D60,D6,48.20939128,16.33980427,9.14400000,48.20868585,16.33942671,9.14400000,48.20948843,16.33986274
276.50000000,D304,D334,48.18027445,16.35317989,18.28800000,48.18073191,16.35296153,35.77590000,48.18026054,16.35320890
278.50000000,D119,D88,48.17506305,16.39962750,9.14400000,48.17250567,16.39907032,9.14400000,48.17505946,16.39962673
279.00000000,D226,D24,48.19603306,16.34054044,79.98261000,48.19598154,16.34024402,109.72800000,48.19608665,16.34083600
279.50000000,D79,D285,48.20505613,16.35817395,9.14400000,48.20543015,16.35485581,64.67739000,48.20526936,16.35788729
279.50000000,D72,D387,48.20998384,16.34686877,27.43200000,48.20884692,16.34884331,1.77165000,48.20993427,16.34709325
280.50000000,D42,D199,48.22989780,16.34291151,36.57600000,48.22909789,16.34318295,36.57600000,48.22986319,16.34292186
281.00000000,D36,D294,48.20500979,16.43197360,9.14400000,48.20597936,16.43190522,18.28800000,48.20523612,16.43197994
281.00000000,D217,D153,48.20112952,16.40550534,9.14400000,48.20134918,16.40467315,9.14400000,48.20130532,16.40504092
281.00000000,D38,D117,48.20331635,16.37653636,72.48261000,48.20331777,16.37653781,109.72800000,48.20331636,16.37653637
281.50000000,D72,D387,48.20990022,16.34725367,27.43200000,48.20901106,16.34880919,9.14400000,48.20987952,16.34734917
282.00000000,D243,D325,48.21583132,16.36490626,18.45945000,48.21604363,16.36705473,27.43200000,48.21577694,16.36495929
282.50000000,D267,D109,48.19692511,16.41121716,19.01190000,48.19564267,16.41108505,36.57600000,48.19672269,16.41081700
283.00000000,D79,D285,48.20529296,16.35785002,14.26261000,48.20546526,16.35556897,56.64524000,48.20548617,16.35759071
284.50000000,D265,D258,48.21801874,16.31595123,27.26055000,48.21814503,16.31510897,27.43200000,48.21801758,16.31595897
285.00000000,D95,D391,48.20787198,16.35158088,14.01261000,48.20807642,16.35055777,18.28800000,48.20812015,16.35150136
286.00000000,D214,D225,48.19202473,16.36686871,136.35990000,48.19178908,16.36682571,85.42020000,48.19225985,16.36690461
286.50000000,D370,D174,48.19772274,16.35434719,18.28800000,48.19859983,16.35593358,9.35355000,48.19772378,16.35436383
287.50000000,D341,D318,48.23602486,16.34123067,36.57600000,48.23532305,16.34166861,36.57600000,48.23590579,16.34126387
288.00000000,D303,D318,48.23491024,16.34199641,36.57600000,48.23527232,16.34168096,36.57600000,48.23481514,16.34201616
288.50000000,D304,D334,48.18012745,16.35462290,30.40380000,48.18022098,16.35382818,27.43200000,48.18005581,16.35494683
289.00000000,D197,D59,48.18477538,16.33580097,18.28800000,48.18624948,16.33589881,59.67739000,48.18480388,16.33555229
289.50000000,D304,D334,48.18011192,16.35475724,30.40380000,48.18020803,16.35401071,27.43200000,48.18011149,16.35476505
291.00000000,D304,D334,48.18010093,16.35495929,30.40380000,48.18019126,16.35424724,27.43200000,48.18009794,16.35501413
291.00000000,D130,D16,48.19578228,16.36891553,9.14400000,48.19566912,16.36869809,49.74539000,48.19572783,16.36896872
291.50000000,D25,D211,48.18339873,16.33045405,26.70810000,48.18380752,16.32956082,9.14400000,48.18338562,16.33032467
294.00000000,D52,D166,48.21698183,16.39195171,47.24539000,48.21688987,16.39180704,20.05965000,48.21698100,16.39195425
294.00000000,D107,D105,48.21046260,16.37348753,9.35355000,48.21012400,16.37411623,18.28800000,48.21034441,16.37371961
294.50000000,D345,D58,48.20172977,16.38016260,9.35355000,48.20139355,16.38073680,18.28800000,48.20162710,16.38055296
296.50000000,D267,D114,48.19642005,16.40987184,19.01190000,48.19561261,16.41112307,76.32139000,48.19650656,16.40976616
296.50000000,D200,D380,48.23288776,16.35668412,34.80435000,48.23301106,16.35751532,9.14400000,48.23288751,16.35668249
297.50000000,D79,D177,48.20636562,16.35647866,73.15200000,48.20739021,16.35696510,23.40661000,48.20638807,16.35645069
298.00000000,D197,D59,48.18543421,16.33513109,9.94410000,48.18554088,16.33511471,45.72000000,48.18543973,16.33512573
298.00000000,D370,D174,48.19796621,16.35532337,18.28800000,48.19806096,16.35504218,31.45739000,48.19802117,16.35554213
298.50000000,D316,D374,48.17523513,16.38008094,18.28800000,48.17470056,16.37998839,18.28800000,48.17530832,16.38008457
299.00000000,D129,D213,48.18101066,16.40305264,82.29600000,48.18057825,16.40205005,25.90661000,48.18125216,16.40317124
299.00000000,D197,D59,48.18545447,16.33511142,12.26820000,48.18552445,16.33509018,45.72000000,48.18547247,16.33509396
300.00000000,D316,D374,48.17529659,16.38008994,18.28800000,48.17480609,16.38000822,17.58885000,48.17534595,16.38009722
300.00000000,D217,D147,48.20172620,16.40282063,51.69461000,48.20178334,16.40254066,141.18539000,48.20172721,16.40281568
300.50000000,D51,D397,48.20841081,16.35757915,9.94410000,48.20746446,16.35743031,27.43200000,48.20809180,16.35748065
301.00000000,D81,D7,48.19470388,16.41251315,66.32139000,48.19527708,16.41161672,9.14400000,48.19470414,16.41251273
301.50000000,D391,D372,48.20669035,16.35125573,9.35355000,48.20623657,16.35153039,18.28800000,48.20656110,16.35129350
303.00000000,D316,D374,48.17554922,16.38012720,23.40661000,48.17505756,16.38005546,26.87578000,48.17560012,16.38013471
303.50000000,D153,D172,48.20188794,16.40202657,9.14400000,48.20164897,16.40319730,9.14400000,48.20188795,16.40202651
304.00000000,D107,D105,48.21010991,16.37411507,35.85210000,48.20990068,16.37383566,18.28800000,48.20987360,16.37404824
304.50000000,D343,D339,48.19994946,16.40914785,36.57600000,48.19967637,16.40934328,93.75339000,48.19994915,16.40914807
304.50000000,D246,D243,48.21371561,16.36659205,18.28800000,48.21433996,16.36638065,9.31545000,48.21388780,16.36695478
304.50000000,D115,D201,48.20170619,16.37456369,45.72000000,48.20149528,16.37393461,12.26820000,48.20175604,16.37474921
305.00000000,D194,D260,48.19480342,16.34352903,64.00800000,48.19596987,16.34015572,80.63865000,48.19490269,16.34341810
306.50000000,D345,D58,48.20144072,16.38123613,25.65661000,48.20165031,16.38203593,32.30061000,48.20153115,16.38162218
307.50000000,D217,D147,48.20204016,16.40127850,69.12661000,48.20209816,16.40099394,119.08155000,48.20204195,16.40126973
308.50000000,D214,D205,48.19432423,16.36715855,56.71323000,48.19474448,16.36711725,18.28800000,48.19433249,16.36715791
309.00000000,D25,D236,48.18252166,16.32984258,28.40661000,48.18312783,16.32965931,90.63990000,48.18241356,16.32988344
309.50000000,D291,D135,48.21698292,16.36713861,84.60939000,48.21722592,16.36765064,27.43200000,48.21698292,16.36713860
309.50000000,D359,D249,48.19219442,16.34850381,18.45945000,48.19156421,16.34796983,27.43200000,48.19223012,16.34853128
312.50000000,D385,D415,48.19602913,16.27614490,27.43200000,48.19610041,16.27493414,27.43200000,48.19602488,16.27619226
313.00000000,D211,D236,48.18141581,16.33017193,18.28800000,48.18259787,16.32981281,73.82139000,48.18127411,16.33036988
315.00000000,D267,D114,48.19779423,16.40875577,9.14400000,48.19754161,16.40894991,66.32139000,48.19779446,16.40875560
317.00000000,D217,D147,48.20247193,16.39939420,96.55861000,48.20257610,16.39911967,146.30400000,48.20249606,16.39933083
318.50000000,D316,D374,48.17697739,16.38034840,23.40661000,48.17657334,16.38028510,26.87959000,48.17706545,16.38036142
319.00000000,D117,D191,48.20739498,16.38053329,72.94245000,48.20790027,16.37789394,91.44000000,48.20757962,16.38011377
320.50000000,D130,D16,48.19330999,16.37057093,9.14400000,48.19354309,16.37046602,66.32139000,48.19311947,16.37065306
320.50000000,D207,D336,48.18034909,16.35720460,27.43200000,48.17972938,16.36044886,27.43200000,48.18047344,16.35758596
321.00000000,D278,D194,48.19611012,16.34204914,14.26261000,48.19637881,16.34167416,63.12789000,48.19631910,16.34180653
321.50000000,D25,D236,48.18146120,16.33013842,18.28800000,48.18154266,16.33009262,51.38939000,48.18146108,16.33013849
321.50000000,D81,D7,48.19667636,16.40958967,66.32139000,48.19661198,16.40964923,9.14400000,48.19668425,16.40958375
322.00000000,D91,D164,48.18986210,16.30530787,87.96539000,48.18987718,16.30499384,20.05965000,48.18986017,16.30534690
323.00000000,D43,D128,48.19817239,16.30239647,36.57600000,48.19818943,16.30274420,23.15661000,48.19808576,16.30240054
323.00000000,D69,D125,48.21217937,16.42324265,58.88939000,48.21187936,16.42372672,10.91565000,48.21214149,16.42299451
324.00000000,D25,D211,48.18137686,16.33027316,18.28800000,48.18127876,16.33118572,18.28800000,48.18123971,16.33065254
325.00000000,D147,D172,48.20320681,16.39793726,141.43539000,48.20254440,16.39920321,69.12661000,48.20341733,16.39761067
325.00000000,D217,D172,48.20307757,16.39813849,118.87200000,48.20254440,16.39920321,69.12661000,48.20325431,16.39786368
325.50000000,D285,D48,48.20576794,16.36129272,66.32139000,48.20537064,16.36181865,9.14400000,48.20576794,16.36129272
325.50000000,D423,D366,48.20085297,16.36886848,29.20739000,48.20036712,16.36863431,9.14400000,48.20086282,16.36887331
326.00000000,D214,D205,48.19594998,16.36706993,9.14400000,48.19647725,16.36718942,18.28800000,48.19603483,16.36708756
326.00000000,D194,D61,48.19680659,16.34152992,45.72000000,48.19789811,16.34126792,18.28800000,48.19704795,16.34147483
328.00000000,D16,D130,48.19290295,16.37073789,58.88939000,48.19263951,16.37083443,9.14400000,48.19290149,16.37073842
328.50000000,D345,D58,48.20290166,16.38461898,54.86400000,48.20284414,16.38446281,82.29600000,48.20290171,16.38461910
330.00000000,D331,D383,48.18713032,16.41489991,9.14400000,48.18633278,16.41476277,9.14400000,48.18713033,16.41489991
330.50000000,D262,D323,48.22168330,16.35931573,9.14400000,48.22236955,16.35866674,9.14400000,48.22167513,16.35932354
332.00000000,D208,D298,48.22179792,16.42848866,36.57600000,48.22261475,16.42845307,36.57600000,48.22179792,16.42848866
333.00000000,D294,D12,48.20775452,16.42957343,19.08810000,48.20874825,16.42905710,36.57600000,48.20778528,16.42953062
333.50000000,D36,D294,48.20806727,16.42913909,10.91565000,48.20778837,16.42952632,19.08810000,48.20807473,16.42912853
334.00000000,D112,D114,48.20010857,16.40708044,9.14400000,48.19996729,16.40720455,66.32139000,48.20010916,16.40707993
334.50000000,D391,D309,48.20421817,16.35051625,27.43200000,48.20423799,16.34935285,34.91865000,48.20421766,16.35044997
334.50000000,D153,D172,48.20297035,16.39830970,12.26820000,48.20324155,16.39788445,86.32139000,48.20297095,16.39830875
335.00000000,D214,D205,48.19704064,16.36736398,27.22245000,48.19742092,16.36742678,18.28800000,48.19716601,16.36740283
335.50000000,D348,D210,48.20104538,16.36718824,18.28800000,48.20073096,16.36673607,18.28800000,48.20078623,16.36701207
336.00000000,D188,D343,48.19613110,16.41042560,18.28800000,48.19670847,16.41078918,27.43200000,48.19618282,16.41035540
336.50000000,D460,D452,48.23629754,16.36028217,27.43200000,48.23633777,16.36150563,27.43200000,48.23629890,16.36032671
336.50000000,D279,D334,48.18228506,16.36266939,59.98261000,48.18220657,16.36245784,109.72800000,48.18228506,16.36266940
338.50000000,D48,D233,48.20446814,16.36301327,9.14400000,48.20305136,16.36222495,26.70810000,48.20435471,16.36316341
339.00000000,D283,D34,48.21547694,16.34588562,73.15200000,48.21547825,16.34587028,18.28800000,48.21547694,16.34588562
339.00000000,D92,D317,48.18766224,16.33975158,18.28800000,48.18831089,16.33896259,9.35355000,48.18753239,16.34019542
340.00000000,D396,D225,48.19841885,16.36775585,64.00800000,48.19793301,16.36762522,120.39739000,48.19850917,16.36778672
